,FPR,TPR,FNR,TNR
0,0.14281760309991698,0.7638103523270987,0.23618964767290127,0.857182397
1,0.1253805701632992,0.7346672466289691,0.2653327533710309,0.8746194298367008
2,0.14420149460282314,0.7546759460635059,0.24532405393649412,0.8557985053971768
3,0.1021311929144755,0.6820356676816006,0.3179643323183993,0.8978688070855245
4,0.11638527539440909,0.7203131796433232,0.2796868203566768,0.8836147246055909
5,0.152920011,0.7894736842105263,0.21052631578947367,0.847079989
6,0.10655964572377526,0.7007394519356243,0.2992605480643758,0.8934403542762247
7,0.16150013838915028,0.797303175,0.20269682470639408,0.8384998616108497
8,0.12288956545806809,0.7255328403653762,0.27446715963462376,0.8771104345419319
9,0.17644616662053694,0.8125271857329274,0.18747281426707263,0.8235538333794631
10,0.14046498754497647,0.7603305785123967,0.2396694214876033,0.8595350124550235
11,0.10669803487406587,0.6998695084819486,0.3001304915180513,0.8933019651259342
12,0.11361749238859674,0.720748151,0.27925184862983904,0.8863825076114032
13,0.09604207,0.6733362331448456,0.3266637668551544,0.9039579296983117
14,0.15928591198450043,0.7994780339277947,0.2005219660722053,0.8407140880154995
15,0.097564351,0.6768160069595477,0.32318399304045237,0.9024356490451149
16,0.14171048989759202,0.765115268,0.234884732,0.85828951
17,0.16509825629670632,0.804262723,0.19573727707698999,0.8349017437032937
18,0.13299197342928315,0.7525010874293171,0.2474989125706829,0.8670080265707168
19,0.12524218101300857,0.7324923879947803,0.26750761200521966,0.8747578189869915
20,0.155826183,0.7872988255763376,0.21270117442366246,0.844173817
21,0.1945751453086078,0.8342757720748151,0.16572422792518487,0.8054248546913922
22,0.13326875172986438,0.7538060026098303,0.24619399739016964,0.8667312482701356
23,0.14115693329642956,0.7677250978686385,0.23227490213136145,0.8588430667035705
24,0.16053141433711596,0.7981731187472814,0.20182688125271858,0.8394685856628841
25,0.1392194851923609,0.75815572,0.24184428012179207,0.8607805148076391
26,0.10863548297813451,0.701174424,0.29882557633753803,0.8913645170218655
27,0.10282313866592858,0.688560244,0.311439756,0.8971768613340714
28,0.12468862441184611,0.736842105,0.2631578947368421,0.8753113755881539
29,0.081926377,0.6433231839930404,0.35667681600695955,0.9180736230279546
30,0.21187378909493496,0.8534145280556764,0.14658547194432361,0.7881262109050651
31,0.1383891502906172,0.7638103523270987,0.23618964767290127,0.8616108497093828
32,0.13534458898422363,0.7625054371465855,0.23749456285341453,0.8646554110157764
33,0.16136174923885968,0.7872988255763376,0.21270117442366246,0.8386382507611403
34,0.11597010794353722,0.711613745,0.28838625489343195,0.8840298920564628
35,0.12344312205923055,0.7307525010874294,0.26924749891257066,0.8765568779407694
36,0.09936341,0.6750761200521966,0.3249238799478034,0.9006365900913369
37,0.15222806531967895,0.779469334,0.22053066550674205,0.8477719346803211
38,0.15776363133130364,0.7929534580252283,0.20704654197477165,0.8422363686686963
39,0.1544422917243288,0.7916485428447151,0.2083514571552849,0.8455577082756712
40,0.1536119568225851,0.7825141365811222,0.21748586341887777,0.8463880431774149
41,0.151120952,0.7781644193127446,0.22183558068725534,0.848879048
42,0.1230279546083587,0.7307525010874294,0.26924749891257066,0.8769720453916413
43,0.11859950179905895,0.7268377555458896,0.27316224445411047,0.881400498
44,0.10655964572377526,0.7003044802087864,0.29969551979121356,0.8934403542762247
45,0.090229726,0.6650717703349283,0.3349282296650718,0.9097702740105176
46,0.15208967616938832,0.7816441931274467,0.2183558068725533,0.8479103238306117
47,0.18461112648768335,0.8299260548064376,0.17007394519356242,0.8153888735123167
48,0.1783836147246056,0.8177468464549804,0.18225315354501959,0.8216163852753944
49,0.15748685303072238,0.797303175,0.20269682470639408,0.8425131469692776
0,0.12261278715748686,0.7329273597216182,0.2670726402783819,0.8773872128425131
1,0.15319678937171327,0.7825141365811222,0.21748586341887777,0.8468032106282868
2,0.1432327705507888,0.7612005219660722,0.2387994780339278,0.8567672294492112
3,0.1534735676722945,0.779469334,0.22053066550674205,0.8465264323277055
4,0.1317464710766676,0.7538060026098303,0.24619399739016964,0.8682535289233324
5,0.11320232493772488,0.7068290561113528,0.29317094388864723,0.8867976750622751
6,0.2049543315804041,0.8429752066115702,0.15702479338842976,0.7950456684195959
7,0.1293938555217271,0.743801653,0.256198347,0.8706061444782729
8,0.1357597564350955,0.7533710308829926,0.2466289691170074,0.8642402435649045
9,0.18073623027954608,0.8220965637233579,0.177903436,0.8192637697204539
10,0.1277331857182397,0.740321879,0.25967812092214004,0.8722668142817603
11,0.1832272349847772,0.8216615919965202,0.17833840800347978,0.8167727650152228
12,0.15665651812897868,0.7886037407568508,0.2113962592431492,0.8433434818710213
13,0.18682535289233324,0.8325358851674641,0.1674641148325359,0.8131746471076667
14,0.093966233,0.6694214876033058,0.3305785123966942,0.9060337669526709
15,0.12330473290893994,0.727707699,0.27229230100043494,0.876695267
16,0.1206753390534182,0.724227925,0.275772075,0.8793246609465818
17,0.10808192637697205,0.6998695084819486,0.3001304915180513,0.891918074
18,0.091752007,0.6702914310569813,0.3297085689430187,0.9082479933573208
